id_venta,fecha,region,categoria,producto,vendedor,segmento_cliente,unidades,precio_unitario,descuento_pct,ingreso,costo,utilidad
5212,2024-03-15,Sur,Hogar,Lampara LED,Bruno Silva,Pyme,7,10760.0,0.1,67788.0,45192.0,22596.0
5213,2024-03-15,Norte,Ropa,Zapatillas,Diego Rojas,Individual,7,45290.0,0.0,317030.0,190218.0,126812.0
5214,2024-03-15,Este,Electronica,Parlante Bluetooth,Javier Castro,Individual,3,25030.0,0.15,63826.0,45054.0,18772.0
5215,2024-03-15,Oeste,Deportes,Mancuernas,Isidora Munoz,Individual,5,19150.0,0.2,76600.0,57450.0,19150.0
5216,2024-03-15,Sur,Deportes,Colchoneta Yoga,Gabriela Nunez,Pyme,7,10160.0,0.0,71120.0,42672.0,28448.0
5217,2024-03-15,Sur,Hogar,Aspiradora,Diego Rojas,Corporativo,5,76980.0,0.0,384900.0,230940.0,153960.0
5218,2024-03-15,Este,Oficina,Silla Ergonomica,Diego Rojas,Individual,4,91090.0,0.0,364360.0,218616.0,145744.0
5219,2024-03-15,Oeste,Ropa,Zapatillas,Elena Vidal,Pyme,7,48310.0,0.0,338170.0,202902.0,135268.0
5220,2024-03-15,Norte,Deportes,Bicicleta,Ana Torres,Pyme,4,147500.0,0.05,560500.0,354000.0,206500.0
5221,2024-03-15,Oeste,Hogar,Set de Ollas,Hugo Reyes,Pyme,6,38460.0,0.1,207684.0,138456.0,69228.0
5222,2024-03-15,Este,Deportes,Bicicleta,Elena Vidal,Pyme,2,146490.0,0.0,292980.0,175788.0,117192.0
5223,2024-03-15,Oeste,Electronica,Audifonos,Isidora Munoz,Corporativo,3,16620.0,0.0,49860.0,29916.0,19944.0
5224,2024-03-15,Oeste,Ropa,Zapatillas,Javier Castro,Pyme,4,46280.0,0.0,185120.0,111072.0,74048.0
5225,2024-03-15,Sur,Electronica,Audifonos,Isidora Munoz,Individual,2,16200.0,0.0,32400.0,19440.0,12960.0
5226,2024-03-15,Oeste,Ropa,Gorra,Felipe Soto,Corporativo,6,5900.0,0.0,35400.0,21240.0,14160.0
5227,2024-03-15,Este,Ropa,Pantalon,Bruno Silva,Individual,5,16700.0,0.15,70975.0,50100.0,20875.0
5228,2024-03-15,Oeste,Hogar,Cafetera,Gabriela Nunez,Pyme,1,29980.0,0.05,28481.0,17988.0,10493.0
5229,2024-03-15,Este,Oficina,Escritorio,Ana Torres,Individual,1,98900.0,0.05,93955.0,59340.0,34615.0
5230,2024-03-15,Sur,Ropa,Camiseta,Elena Vidal,Individual,1,7950.0,0.15,6758.0,4770.0,1988.0
5231,2024-03-15,Centro,Oficina,Cuaderno,Javier Castro,Individual,4,2140.0,0.0,8560.0,5136.0,3424.0
5232,2024-03-16,Centro,Ropa,Pantalon,Bruno Silva,Individual,1,16010.0,0.0,16010.0,9606.0,6404.0
5233,2024-03-16,Oeste,Electronica,Cargador,Bruno Silva,Individual,5,9550.0,0.0,47750.0,28650.0,19100.0
5234,2024-03-16,Sur,Oficina,Impresora,Hugo Reyes,Corporativo,1,71140.0,0.15,60469.0,42684.0,17785.0
5235,2024-03-16,Oeste,Hogar,Set de Ollas,Ana Torres,Corporativo,4,41880.0,0.1,150768.0,100512.0,50256.0
5236,2024-03-16,Sur,Hogar,Set de Ollas,Felipe Soto,Individual,2,40660.0,0.2,65056.0,48792.0,16264.0
5237,2024-03-16,Oeste,Electronica,Parlante Bluetooth,Hugo Reyes,Pyme,3,26270.0,0.1,70929.0,47286.0,23643.0
5238,2024-03-16,Norte,Hogar,Set de Ollas,Carla Diaz,Corporativo,4,39430.0,0.05,149834.0,94632.0,55202.0
5239,2024-03-16,Norte,Hogar,Aspiradora,Javier Castro,Individual,1,78030.0,0.05,74128.0,46818.0,27310.0
5240,2024-03-16,Este,Ropa,Chaqueta,Javier Castro,Individual,6,34910.0,0.05,198987.0,125676.0,73311.0
5241,2024-03-16,Norte,Deportes,Balon Futbol,Ana Torres,Individual,3,12390.0,0.2,29736.0,22302.0,7434.0
5242,2024-03-16,Este,Hogar,Ventilador,Isidora Munoz,,7,20090.0,0.0,140630.0,84378.0,56252.0
5243,2024-03-16,Centro,Hogar,Ventilador,Gabriela Nunez,Individual,7,20110.0,0.05,133732.0,84462.0,49270.0
5244,2024-03-16,Sur,Oficina,Impresora,Elena Vidal,Pyme,5,68780.0,0.0,343900.0,206340.0,137560.0
5245,2024-03-17,Norte,Deportes,Mancuernas,Carla Diaz,Pyme,6,19400.0,0.2,93120.0,69840.0,23280.0
5246,2024-03-17,Sur,Deportes,Balon Futbol,Felipe Soto,Corporativo,4,11750.0,0.0,47000.0,28200.0,18800.0
5247,2024-03-17,Oeste,Hogar,Lampara LED,Javier Castro,Individual,1,9710.0,0.0,9710.0,5826.0,3884.0
5248,2024-03-17,Centro,Hogar,Aspiradora,Isidora Munoz,Pyme,7,81020.0,0.15,482069.0,340284.0,141785.0
5249,2024-03-17,Oeste,Deportes,Mancuernas,Javier Castro,Individual,2,17210.0,0.15,29257.0,20652.0,8605.0
5250,2024-03-17,Oeste,Oficina,Cuaderno,Bruno Silva,Individual,3,2020.0,0.0,6060.0,3636.0,2424.0
5251,2024-03-17,Norte,Electronica,Teclado,Diego Rojas,Individual,4,11970.0,0.05,45486.0,28728.0,16758.0
5252,2024-03-17,Norte,Deportes,Colchoneta Yoga,Carla Diaz,Corporativo,2,10160.0,0.05,19304.0,12192.0,7112.0
5253,2024-03-17,Norte,Oficina,Resma de Papel,Isidora Munoz,Individual,1,4020.0,0.0,4020.0,2412.0,1608.0
5254,2024-03-17,Norte,Electronica,Audifonos,Isidora Munoz,Corporativo,4,15640.0,0.2,50048.0,37536.0,12512.0
5255,2024-03-17,Centro,Hogar,Set de Ollas,Carla Diaz,Individual,1,35880.0,0.2,28704.0,21528.0,7176.0
5256,2024-03-17,Sur,Ropa,Pantalon,Javier Castro,Individual,2,16120.0,0.0,32240.0,19344.0,12896.0
5257,2024-03-17,Centro,Electronica,Teclado,Elena Vidal,Pyme,4,14260.0,0.0,57040.0,34224.0,22816.0
5258,2024-03-17,Oeste,Deportes,Bicicleta,Elena Vidal,Individual,2,150030.0,0.2,240048.0,180036.0,60012.0
5259,2024-03-17,Norte,Electronica,Mouse,Javier Castro,Individual,3,6790.0,0.0,20370.0,12222.0,8148.0
5260,2024-03-17,Sur,Hogar,Aspiradora,Isidora Munoz,Corporativo,1,79380.0,0.15,67473.0,47628.0,19845.0
5261,2024-03-17,Oeste,Electronica,Parlante Bluetooth,Gabriela Nunez,Individual,3,23820.0,0.0,71460.0,42876.0,28584.0
5262,2024-03-18,Este,Hogar,Set de Ollas,Javier Castro,Individual,4,42020.0,0.0,168080.0,100848.0,67232.0
5263,2024-03-18,Este,Deportes,Mancuernas,Bruno Silva,Corporativo,7,17790.0,0.0,124530.0,74718.0,49812.0
5264,2024-03-18,Norte,Ropa,Zapatillas,Bruno Silva,Pyme,3,42920.0,0.0,128760.0,77256.0,51504.0
5265,2024-03-18,Norte,Deportes,Bicicleta,Carla Diaz,Pyme,7,159630.0,0.0,1117410.0,670446.0,446964.0
5266,2024-03-18,Centro,Deportes,Bototas Trekking,Isidora Munoz,Pyme,3,56020.0,0.2,134448.0,100836.0,33612.0
5267,2024-03-18,Sur,Electronica,Cargador,Isidora Munoz,Pyme,7,10830.0,0.1,68229.0,45486.0,22743.0
5268,2024-03-18,Oeste,Hogar,Ventilador,Isidora Munoz,Corporativo,5,21080.0,0.0,105400.0,63240.0,42160.0
5269,2024-03-18,Este,Ropa,Gorra,Bruno Silva,Pyme,7,5780.0,0.0,40460.0,24276.0,16184.0
5270,2024-03-18,Centro,Deportes,Bototas Trekking,Bruno Silva,Individual,5,52710.0,0.2,210840.0,158130.0,52710.0
5271,2024-03-18,Norte,Electronica,Mouse,Isidora Munoz,Individual,4,6840.0,0.15,23256.0,16416.0,6840.0
5272,2024-03-18,Sur,Hogar,Aspiradora,Gabriela Nunez,Individual,2,78620.0,0.0,157240.0,94344.0,62896.0
5273,2024-03-18,Sur,Oficina,Silla Ergonomica,Hugo Reyes,Pyme,5,94940.0,0.0,474700.0,284820.0,189880.0
5274,2024-03-18,Oeste,Deportes,Mancuernas,Hugo Reyes,Pyme,4,17610.0,0.15,59874.0,42264.0,17610.0
5275,2024-03-18,Centro,Deportes,Balon Futbol,Isidora Munoz,Pyme,4,12410.0,0.0,49640.0,29784.0,19856.0
5276,2024-03-18,Norte,Oficina,Resma de Papel,Gabriela Nunez,Corporativo,1,3790.0,0.15,3222.0,2274.0,948.0
5277,2024-03-19,Sur,Ropa,Pantalon,Hugo Reyes,Individual,5,15170.0,0.0,75850.0,45510.0,30340.0
5278,2024-03-19,Norte,Electronica,Cargador,Carla Diaz,Individual,3,8230.0,0.0,24690.0,14814.0,9876.0
5279,2024-03-19,Sur,Hogar,Lampara LED,Bruno Silva,Corporativo,4,10070.0,0.0,40280.0,24168.0,16112.0
5280,2024-03-19,Sur,Ropa,Zapatillas,Elena Vidal,Pyme,3,45300.0,0.0,135900.0,81540.0,54360.0
5281,2024-03-19,Oeste,Ropa,Chaqueta,Felipe Soto,Individual,4,37030.0,0.0,148120.0,88872.0,59248.0
5282,2024-03-19,Este,Oficina,Impresora,Javier Castro,Individual,4,75400.0,0.0,301600.0,180960.0,120640.0
5283,2024-03-19,Este,Electronica,Cargador,Carla Diaz,Individual,4,8830.0,0.1,31788.0,21192.0,10596.0
5284,2024-03-19,Oeste,Deportes,Balon Futbol,Ana Torres,Individual,2,13380.0,0.0,26760.0,16056.0,10704.0
5285,2024-03-19,Oeste,Oficina,Silla Ergonomica,Carla Diaz,Corporativo,3,91740.0,0.0,275220.0,165132.0,110088.0
5286,2024-03-20,Oeste,Hogar,Aspiradora,Felipe Soto,Individual,3,87620.0,0.0,262860.0,157716.0,105144.0
5287,2024-03-20,Norte,Ropa,Camiseta,Bruno Silva,Corporativo,2,8420.0,0.1,15156.0,10104.0,5052.0
5288,2024-03-20,Oeste,Deportes,Balon Futbol,Diego Rojas,Individual,3,14610.0,0.2,35064.0,26298.0,8766.0
5289,2024-03-20,Oeste,Oficina,Impresora,Isidora Munoz,Individual,3,65540.0,0.0,196620.0,117972.0,78648.0
5290,2024-03-20,Oeste,Ropa,Pantalon,Ana Torres,Individual,1,15490.0,0.05,14716.0,9294.0,5422.0
5291,2024-03-20,Este,Oficina,Resma de Papel,Hugo Reyes,Pyme,3,3840.0,0.0,11520.0,6912.0,4608.0
5292,2024-03-20,Norte,Hogar,Aspiradora,Elena Vidal,Pyme,1,84630.0,0.2,67704.0,50778.0,16926.0
5293,2024-03-20,Sur,Deportes,Bicicleta,Hugo Reyes,Individual,5,150600.0,0.15,640050.0,451800.0,188250.0
5294,2024-03-20,Este,Ropa,Chaqueta,Javier Castro,,1,33210.0,0.0,33210.0,19926.0,13284.0
5295,2024-03-20,Norte,Oficina,Resma de Papel,Elena Vidal,Pyme,2,4390.0,0.0,8780.0,5268.0,3512.0
5296,2024-03-20,Centro,Hogar,Set de Ollas,Carla Diaz,Individual,5,40070.0,0.2,160280.0,120210.0,40070.0
5297,2024-03-21,Sur,Deportes,Bototas Trekking,Bruno Silva,Individual,5,54990.0,0.0,274950.0,164970.0,109980.0
5298,2024-03-21,Oeste,Deportes,Colchoneta Yoga,Isidora Munoz,Pyme,2,9630.0,0.1,17334.0,11556.0,5778.0
5299,2024-03-21,Sur,Oficina,Impresora,Carla Diaz,Corporativo,6,66520.0,0.15,339252.0,239472.0,99780.0
5300,2024-03-21,Oeste,Deportes,Colchoneta Yoga,Javier Castro,Individual,7,10450.0,0.0,73150.0,43890.0,29260.0
5301,2024-03-21,Centro,Ropa,Chaqueta,Javier Castro,Individual,1,35350.0,0.0,35350.0,21210.0,14140.0
5302,2024-03-21,Este,Oficina,Resma de Papel,Carla Diaz,Individual,3,3790.0,0.15,9664.0,6822.0,2842.0
5303,2024-03-21,Oeste,Deportes,Colchoneta Yoga,Bruno Silva,Individual,7,9990.0,0.0,69930.0,41958.0,27972.0
5304,2024-03-21,Centro,Electronica,Mouse,Gabriela Nunez,Pyme,6,6910.0,0.05,39387.0,24876.0,14511.0
5305,2024-03-21,Este,Electronica,Teclado,Elena Vidal,Individual,2,12330.0,0.0,24660.0,14796.0,9864.0
5306,2024-03-21,Norte,Hogar,Ventilador,Bruno Silva,Individual,7,20500.0,0.0,143500.0,86100.0,57400.0
5307,2024-03-21,Centro,Deportes,Mancuernas,Isidora Munoz,Individual,1,17710.0,0.05,16824.0,10626.0,6198.0
5308,2024-03-21,Centro,Electronica,Mouse,Elena Vidal,Individual,1,6630.0,0.0,6630.0,3978.0,2652.0
5309,2024-03-21,Sur,Electronica,Cargador,Carla Diaz,Individual,7,8970.0,0.2,50232.0,37674.0,12558.0
5310,2024-03-21,Sur,Ropa,Pantalon,Gabriela Nunez,Individual,2,16950.0,0.0,33900.0,20340.0,13560.0
5311,2024-03-21,Este,Oficina,Impresora,Isidora Munoz,Individual,5,71060.0,0.0,355300.0,213180.0,142120.0
5312,2024-03-21,Centro,Electronica,Cargador,Felipe Soto,Individual,2,9590.0,0.1,17262.0,11508.0,5754.0
5313,2024-03-21,Centro,Oficina,Resma de Papel,Javier Castro,Pyme,7,3910.0,0.0,27370.0,16422.0,10948.0
5314,2024-03-21,Centro,Deportes,Mancuernas,Carla Diaz,Individual,3,18770.0,0.15,47864.0,33786.0,14078.0
5315,2024-03-21,Sur,Electronica,Teclado,Gabriela Nunez,Pyme,4,13370.0,0.0,53480.0,32088.0,21392.0
5316,2024-03-21,Este,Ropa,Camiseta,Carla Diaz,Individual,4,8160.0,0.0,32640.0,19584.0,13056.0
5317,2024-03-21,Oeste,Deportes,Balon Futbol,Hugo Reyes,Pyme,2,13130.0,0.15,22321.0,15756.0,6565.0
5318,2024-03-21,Norte,Electronica,Cargador,Ana Torres,Individual,3,9060.0,0.05,25821.0,16308.0,9513.0
5319,2024-03-21,Sur,Hogar,Ventilador,Bruno Silva,Individual,5,20520.0,0.1,92340.0,61560.0,30780.0
5320,2024-03-22,Oeste,Ropa,Zapatillas,Isidora Munoz,Individual,5,42030.0,0.0,210150.0,126090.0,84060.0
5321,2024-03-22,Este,Ropa,Chaqueta,Ana Torres,Individual,4,34940.0,0.1,125784.0,83856.0,41928.0
5322,2024-03-22,Norte,Oficina,Resma de Papel,Gabriela Nunez,,4,4060.0,0.05,15428.0,9744.0,5684.0
5323,2024-03-22,Norte,Electronica,Mouse,Bruno Silva,Individual,2,6790.0,0.0,13580.0,8148.0,5432.0
5324,2024-03-22,Oeste,Ropa,Chaqueta,Ana Torres,Individual,1,35400.0,0.0,35400.0,21240.0,14160.0
5325,2024-03-22,Sur,Hogar,Aspiradora,Isidora Munoz,Individual,1,77950.0,0.15,66258.0,46770.0,19488.0
5326,2024-03-22,Norte,Ropa,Gorra,Felipe Soto,Pyme,7,6000.0,0.0,42000.0,25200.0,16800.0
5327,2024-03-22,Este,Hogar,Set de Ollas,Bruno Silva,Pyme,5,38060.0,0.05,180785.0,114180.0,66605.0
5328,2024-03-22,Norte,Electronica,Audifonos,Diego Rojas,Pyme,1,15170.0,0.05,14412.0,9102.0,5310.0
5329,2024-03-22,Oeste,Ropa,Gorra,Diego Rojas,Pyme,4,6150.0,0.0,24600.0,14760.0,9840.0
5330,2024-03-22,Sur,Hogar,Ventilador,Felipe Soto,Individual,3,18200.0,0.0,54600.0,32760.0,21840.0
5331,2024-03-22,Centro,Electronica,Parlante Bluetooth,Bruno Silva,Individual,3,22940.0,0.05,65379.0,41292.0,24087.0
5332,2024-03-22,Oeste,Electronica,Audifonos,Bruno Silva,Corporativo,4,17710.0,0.2,56672.0,42504.0,14168.0
5333,2024-03-23,Sur,Hogar,Lampara LED,Felipe Soto,Pyme,5,10430.0,0.05,49542.0,31290.0,18252.0
5334,2024-03-23,Norte,Ropa,Zapatillas,Isidora Munoz,Individual,3,45950.0,0.2,110280.0,82710.0,27570.0
5335,2024-03-23,Sur,Hogar,Set de Ollas,Elena Vidal,Individual,2,39900.0,0.15,67830.0,47880.0,19950.0
5336,2024-03-23,Oeste,Oficina,Resma de Papel,Gabriela Nunez,Individual,1,4140.0,0.05,3933.0,2484.0,1449.0
5337,2024-03-23,Oeste,Ropa,Gorra,Ana Torres,Corporativo,7,6080.0,0.05,40432.0,25536.0,14896.0
5338,2024-03-23,Este,Hogar,Ventilador,Carla Diaz,,3,20120.0,0.0,60360.0,36216.0,24144.0
5339,2024-03-23,Centro,Deportes,Bicicleta,Elena Vidal,Corporativo,1,147330.0,0.0,147330.0,88398.0,58932.0
5340,2024-03-23,Norte,Deportes,Bototas Trekking,Ana Torres,Individual,3,56010.0,0.0,168030.0,100818.0,67212.0
5341,2024-03-23,Centro,Hogar,Cafetera,Gabriela Nunez,Individual,3,29420.0,0.0,88260.0,52956.0,35304.0
5342,2024-03-23,Centro,Deportes,Mancuernas,Elena Vidal,Pyme,6,19500.0,0.0,117000.0,70200.0,46800.0
5343,2024-03-23,Oeste,Oficina,Escritorio,Isidora Munoz,Corporativo,4,97430.0,0.2,311776.0,233832.0,77944.0
5344,2024-03-23,Oeste,Oficina,Escritorio,Gabriela Nunez,Individual,6,97110.0,0.15,495261.0,349596.0,145665.0
5345,2024-03-23,Oeste,Deportes,Colchoneta Yoga,Felipe Soto,Pyme,4,9840.0,0.0,39360.0,23616.0,15744.0
5346,2024-03-23,Centro,Hogar,Cafetera,Felipe Soto,Individual,6,29460.0,0.0,176760.0,106056.0,70704.0
5347,2024-03-23,Oeste,Oficina,Cuaderno,Felipe Soto,Corporativo,5,1910.0,0.0,9550.0,5730.0,3820.0
5348,2024-03-23,Sur,Oficina,Resma de Papel,Hugo Reyes,Pyme,1,3990.0,0.05,3790.0,2394.0,1396.0
5349,2024-03-24,Centro,Hogar,Aspiradora,Bruno Silva,Individual,6,75070.0,0.2,360336.0,270252.0,90084.0
5350,2024-03-24,Norte,Oficina,Escritorio,Gabriela Nunez,Pyme,4,101270.0,0.2,324064.0,243048.0,81016.0
5351,2024-03-24,Oeste,Deportes,Balon Futbol,Ana Torres,Pyme,2,11900.0,0.1,21420.0,14280.0,7140.0
5352,2024-03-24,Este,Hogar,Aspiradora,Isidora Munoz,Individual,1,80420.0,0.0,80420.0,48252.0,32168.0
5353,2024-03-24,Centro,Ropa,Chaqueta,Elena Vidal,Individual,1,37530.0,0.0,37530.0,22518.0,15012.0
5354,2024-03-24,Norte,Deportes,Mancuernas,Gabriela Nunez,Individual,7,17900.0,0.15,106505.0,75180.0,31325.0
5355,2024-03-24,Sur,Oficina,Resma de Papel,Diego Rojas,Pyme,1,3900.0,0.0,3900.0,2340.0,1560.0
5356,2024-03-24,Centro,Ropa,Pantalon,Felipe Soto,Individual,6,16490.0,0.15,84099.0,59364.0,24735.0
5357,2024-03-24,Este,Deportes,Bototas Trekking,Diego Rojas,Individual,2,55190.0,0.15,93823.0,66228.0,27595.0
5358,2024-03-24,Oeste,Ropa,Gorra,Gabriela Nunez,Pyme,7,6240.0,0.15,37128.0,26208.0,10920.0
5359,2024-03-24,Norte,Oficina,Resma de Papel,Elena Vidal,Pyme,6,4280.0,0.1,23112.0,15408.0,7704.0
5360,2024-03-24,Sur,Ropa,Chaqueta,Gabriela Nunez,Pyme,2,35150.0,0.2,56240.0,42180.0,14060.0
5361,2024-03-24,Centro,Deportes,Bicicleta,Hugo Reyes,Individual,2,148510.0,0.15,252467.0,178212.0,74255.0
5362,2024-03-24,Este,Hogar,Cafetera,Gabriela Nunez,Corporativo,3,29250.0,0.0,87750.0,52650.0,35100.0
5363,2024-03-25,Sur,Hogar,Lampara LED,Diego Rojas,Individual,4,10550.0,0.1,37980.0,25320.0,12660.0
5364,2024-03-25,Este,Ropa,Camiseta,Diego Rojas,Individual,5,7900.0,0.0,39500.0,23700.0,15800.0
5365,2024-03-25,Este,Deportes,Colchoneta Yoga,Bruno Silva,Individual,1,9130.0,0.0,9130.0,5478.0,3652.0
5366,2024-03-25,Sur,Deportes,Balon Futbol,Bruno Silva,Pyme,1,12590.0,0.05,11960.0,7554.0,4406.0
5367,2024-03-25,Este,Electronica,Cargador,Felipe Soto,Individual,1,8970.0,0.2,7176.0,5382.0,1794.0
5368,2024-03-25,Centro,Oficina,Escritorio,Carla Diaz,Individual,1,98550.0,0.0,98550.0,59130.0,39420.0
5369,2024-03-25,Sur,Oficina,Cuaderno,Elena Vidal,Individual,7,1990.0,0.0,13930.0,8358.0,5572.0
5370,2024-03-25,Sur,Oficina,Cuaderno,Javier Castro,Individual,6,2070.0,0.2,9936.0,7452.0,2484.0
5371,2024-03-25,Centro,Deportes,Bototas Trekking,Carla Diaz,Corporativo,7,53530.0,0.05,355974.0,224826.0,131148.0
5372,2024-03-25,Centro,Oficina,Cuaderno,Carla Diaz,Individual,3,1900.0,0.0,5700.0,3420.0,2280.0
5373,2024-03-25,Centro,Hogar,Ventilador,Hugo Reyes,Individual,2,20380.0,0.15,34646.0,24456.0,10190.0
5374,2024-03-25,Oeste,Deportes,Balon Futbol,Isidora Munoz,Individual,4,13070.0,0.1,47052.0,31368.0,15684.0
5375,2024-03-25,Sur,Deportes,Bicicleta,Carla Diaz,Pyme,5,150860.0,0.05,716585.0,452580.0,264005.0
5376,2024-03-26,Este,Ropa,Pantalon,Hugo Reyes,Corporativo,1,16510.0,0.1,14859.0,9906.0,4953.0
5377,2024-03-26,Norte,Oficina,Impresora,Javier Castro,Pyme,2,69790.0,0.0,139580.0,83748.0,55832.0
5378,2024-03-26,Oeste,Hogar,Lampara LED,Elena Vidal,Individual,2,9940.0,0.0,19880.0,11928.0,7952.0
5379,2024-03-26,Norte,Deportes,Bototas Trekking,Javier Castro,Individual,4,52160.0,0.05,198208.0,125184.0,73024.0
5380,2024-03-26,Norte,Oficina,Escritorio,Diego Rojas,Individual,4,107190.0,0.2,343008.0,257256.0,85752.0
5381,2024-03-26,Sur,Electronica,Audifonos,Diego Rojas,Individual,6,16230.0,0.15,82773.0,58428.0,24345.0
5382,2024-03-26,Sur,Ropa,Zapatillas,Javier Castro,Individual,3,46590.0,0.0,139770.0,83862.0,55908.0
5383,2024-03-27,Centro,Hogar,Lampara LED,Diego Rojas,Corporativo,7,10030.0,0.1,63189.0,42126.0,21063.0
5384,2024-03-27,Este,Electronica,Cargador,Ana Torres,Individual,3,9070.0,0.05,25850.0,16326.0,9524.0
5385,2024-03-27,Norte,Deportes,Mancuernas,Gabriela Nunez,Individual,5,17330.0,0.05,82318.0,51990.0,30328.0
5386,2024-03-27,Sur,Ropa,Gorra,Javier Castro,Individual,5,6870.0,0.05,32632.0,20610.0,12022.0
5387,2024-03-27,Norte,Deportes,Bicicleta,Diego Rojas,Pyme,6,153830.0,0.0,922980.0,553788.0,369192.0
5388,2024-03-27,Sur,Ropa,Pantalon,Gabriela Nunez,Individual,5,15960.0,0.05,75810.0,47880.0,27930.0
5389,2024-03-27,Sur,Oficina,Cuaderno,Carla Diaz,Individual,6,2070.0,0.2,9936.0,7452.0,2484.0
5390,2024-03-27,Este,Electronica,Parlante Bluetooth,Bruno Silva,Individual,4,24210.0,0.0,96840.0,58104.0,38736.0
5391,2024-03-27,Centro,Deportes,Bototas Trekking,Gabriela Nunez,Pyme,2,54340.0,0.15,92378.0,65208.0,27170.0
5392,2024-03-27,Centro,Deportes,Bototas Trekking,Ana Torres,Individual,5,63540.0,0.0,317700.0,190620.0,127080.0
5393,2024-03-28,Centro,Ropa,Gorra,Javier Castro,Individual,3,6040.0,0.0,18120.0,10872.0,7248.0
5394,2024-03-28,Centro,Electronica,Teclado,Ana Torres,Corporativo,5,12230.0,0.05,58092.0,36690.0,21402.0
5395,2024-03-28,Este,Oficina,Escritorio,Bruno Silva,Individual,2,83060.0,0.0,166120.0,99672.0,66448.0
5396,2024-03-28,Centro,Oficina,Impresora,Elena Vidal,Pyme,5,66970.0,0.05,318108.0,200910.0,117198.0
5397,2024-03-28,Centro,Deportes,Mancuernas,Gabriela Nunez,Individual,7,17940.0,0.2,100464.0,75348.0,25116.0
5398,2024-03-28,Oeste,Ropa,Zapatillas,Carla Diaz,Pyme,7,41380.0,0.1,260694.0,173796.0,86898.0
5399,2024-03-28,Oeste,Hogar,Lampara LED,Isidora Munoz,Individual,4,9500.0,0.05,36100.0,22800.0,13300.0
5400,2024-03-28,Sur,Hogar,Ventilador,Felipe Soto,Corporativo,1,20590.0,0.0,20590.0,12354.0,8236.0
5401,2024-03-28,Oeste,Hogar,Lampara LED,Isidora Munoz,Individual,4,9500.0,0.05,36100.0,22800.0,13300.0
5402,2024-03-28,Centro,Ropa,Chaqueta,Ana Torres,Individual,3,35580.0,0.0,106740.0,64044.0,42696.0
5403,2024-03-28,Norte,Ropa,Camiseta,Carla Diaz,Individual,4,8640.0,0.05,32832.0,20736.0,12096.0
5404,2024-03-29,Sur,Deportes,Colchoneta Yoga,Elena Vidal,Pyme,6,10000.0,0.1,54000.0,36000.0,18000.0
5405,2024-03-29,Norte,Hogar,Set de Ollas,Gabriela Nunez,Individual,5,39130.0,0.2,156520.0,117390.0,39130.0
5406,2024-03-29,Centro,Oficina,Cuaderno,Elena Vidal,Individual,5,1960.0,0.0,9800.0,5880.0,3920.0
5407,2024-03-29,Sur,Deportes,Balon Futbol,Hugo Reyes,Individual,7,12980.0,0.1,81774.0,54516.0,27258.0
5408,2024-03-29,Oeste,Electronica,Mouse,Hugo Reyes,Pyme,3,6990.0,0.2,16776.0,12582.0,4194.0
5409,2024-03-29,Norte,Oficina,Impresora,Elena Vidal,Pyme,6,68670.0,0.2,329616.0,247212.0,82404.0
5410,2024-03-29,Sur,Oficina,Cuaderno,Javier Castro,Individual,7,1930.0,0.2,10808.0,8106.0,2702.0
5411,2024-03-29,Oeste,Hogar,Ventilador,Ana Torres,Pyme,2,19430.0,0.0,38860.0,23316.0,15544.0
5412,2024-03-29,Norte,Oficina,Escritorio,Javier Castro,Individual,5,106010.0,0.0,530050.0,318030.0,212020.0
5413,2024-03-29,Norte,Hogar,Cafetera,Javier Castro,Corporativo,1,30480.0,0.2,24384.0,18288.0,6096.0
5414,2024-03-29,Centro,Deportes,Colchoneta Yoga,Javier Castro,Pyme,2,10150.0,0.0,20300.0,12180.0,8120.0
5415,2024-03-30,Oeste,Oficina,Impresora,Diego Rojas,Individual,4,73150.0,0.0,292600.0,175560.0,117040.0
5416,2024-03-30,Sur,Ropa,Gorra,Felipe Soto,Pyme,7,5960.0,0.1,37548.0,25032.0,12516.0
5417,2024-03-30,Oeste,Deportes,Bototas Trekking,Diego Rojas,Individual,7,50460.0,0.2,282576.0,211932.0,70644.0
5418,2024-03-30,Oeste,Electronica,Teclado,Felipe Soto,Individual,7,14090.0,0.0,98630.0,59178.0,39452.0
5419,2024-03-30,Este,Ropa,Zapatillas,Elena Vidal,Individual,2,44280.0,0.1,79704.0,53136.0,26568.0
5420,2024-03-30,Norte,Deportes,Colchoneta Yoga,Ana Torres,Corporativo,6,10180.0,0.1,54972.0,36648.0,18324.0
5421,2024-03-30,Oeste,Oficina,Impresora,Isidora Munoz,Corporativo,1,72760.0,0.2,58208.0,43656.0,14552.0
5422,2024-03-30,Norte,Hogar,Set de Ollas,Bruno Silva,Individual,2,39190.0,0.2,62704.0,47028.0,15676.0
5423,2024-03-30,Norte,Oficina,Cuaderno,Gabriela Nunez,Individual,7,1940.0,0.2,10864.0,8148.0,2716.0
5424,2024-03-30,Sur,Hogar,Aspiradora,Ana Torres,Individual,4,77510.0,0.05,294538.0,186024.0,108514.0
5425,2024-03-30,Sur,Ropa,Camiseta,Felipe Soto,Pyme,4,8180.0,0.15,27812.0,19632.0,8180.0
5426,2024-03-30,Oeste,Deportes,Balon Futbol,Felipe Soto,Individual,6,13130.0,0.0,78780.0,47268.0,31512.0
